job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percentage,skill_demand_growth_percentage,remote_feasibility_score,ai_adoption_level,education_requirement_level
7789,Data Analyst,Energy,Germany,2024,13.02,14.76,66.61,72271,65303,-9.64,14.7,79.7,7.1,2
7790,Accountant,Healthcare,Germany,2020,39.87,36.07,81.67,120330,125587,4.37,14.9,81.6,43.9,4
7791,Truck Driver,Transportation,Australia,2020,72.46,58.87,88.07,112173,116251,3.64,9.9,35.8,27.3,2
7792,Marketing Specialist,Retail,Japan,2022,65.97,57.65,11.07,31805,29933,-5.89,2.0,82.2,48.5,1
7793,Mechanical Engineer,Education,Japan,2025,27.68,28.81,7.04,117135,114460,-2.28,5.0,38.7,75.0,4
7794,Truck Driver,Finance,Japan,2022,38.17,45.22,89.66,123389,120657,-2.21,-1.4,36.8,13.8,2
7795,Data Analyst,Healthcare,Canada,2021,69.97,60.10,31.53,135617,134272,-0.99,-6.6,97.8,24.7,3
7796,Mechanical Engineer,Manufacturing,Australia,2021,59.21,49.27,60.09,70686,66495,-5.93,22.6,36.9,54.6,5
7797,Data Analyst,Finance,Australia,2023,9.78,11.01,75.07,95396,102121,7.05,2.7,67.1,28.5,3
7798,Software Engineer,Healthcare,Japan,2021,56.47,59.52,12.70,43708,43084,-1.43,8.0,69.7,3.6,1
7799,Marketing Specialist,Retail,Brazil,2020,48.96,43.69,13.96,122820,130271,6.07,13.7,11.0,28.5,2
7800,Teacher,Education,Japan,2025,35.27,37.96,75.55,105343,101647,-3.51,19.0,58.8,6.4,3
7801,Teacher,Healthcare,Canada,2021,39.90,38.83,61.15,75348,69504,-7.76,-2.7,22.1,70.1,2
7802,Marketing Specialist,Finance,Singapore,2024,53.58,55.28,53.10,74105,58835,-20.60,-8.6,24.7,67.1,4
7803,Truck Driver,Technology,Brazil,2024,64.07,76.57,58.43,64633,66566,2.99,5.4,75.1,12.9,3
7804,Mechanical Engineer,Technology,Singapore,2024,34.02,31.28,85.68,103340,98409,-4.77,9.6,91.7,5.8,3
7805,Customer Support Rep,Retail,Canada,2026,51.24,41.28,18.43,145467,148449,2.05,9.1,46.6,6.9,1
7806,Software Engineer,Finance,USA,2022,54.95,54.79,32.30,73290,95273,29.99,8.1,83.6,77.2,2
7807,Truck Driver,Energy,Canada,2024,78.69,85.91,75.78,111312,113175,1.67,15.7,56.9,70.1,2
7808,Mechanical Engineer,Retail,UK,2020,21.62,24.02,93.62,65551,63000,-3.89,5.9,78.9,56.0,1
7809,Data Analyst,Finance,Brazil,2024,47.16,40.42,80.95,60712,65846,8.45,21.8,68.8,5.0,5
7810,Teacher,Finance,Germany,2021,61.93,69.24,47.48,79063,83571,5.70,2.9,78.0,69.9,5
7811,Customer Support Rep,Education,Japan,2022,89.79,84.36,63.01,112327,103670,-7.71,3.2,18.9,51.2,2
7812,Financial Analyst,Retail,Brazil,2025,21.98,18.23,96.49,144170,159596,10.70,-1.5,88.5,46.5,1
7813,Data Analyst,Finance,Australia,2025,15.66,13.34,14.08,125632,144886,15.33,-4.2,58.5,39.5,4
7814,Software Engineer,Manufacturing,Canada,2023,8.67,8.09,84.02,127368,117664,-7.62,16.9,67.9,56.3,3
7815,Teacher,Technology,India,2026,55.64,45.71,93.11,32516,33275,2.33,1.7,86.2,79.2,4
7816,HR Manager,Healthcare,Singapore,2021,26.87,30.95,7.19,71037,65704,-7.51,4.4,62.2,55.9,3
7817,Mechanical Engineer,Education,Canada,2023,79.45,83.32,39.75,124822,129911,4.08,-15.5,15.0,32.3,2
7818,Software Engineer,Healthcare,India,2026,36.97,39.96,9.90,125662,122007,-2.91,10.3,78.9,18.0,2
7819,Mechanical Engineer,Retail,Singapore,2024,46.64,52.19,38.65,33156,37137,12.01,6.4,19.8,3.0,2
7820,Accountant,Manufacturing,Canada,2020,66.63,60.43,36.43,40438,41365,2.29,-3.1,59.7,29.2,4
7821,Data Analyst,Energy,Germany,2025,31.69,30.27,69.51,133451,131343,-1.58,-4.0,86.7,23.7,3
7822,Customer Support Rep,Retail,Singapore,2023,86.53,73.03,7.26,139610,137762,-1.32,-7.4,39.3,14.8,1
7823,Marketing Specialist,Education,Canada,2023,54.25,64.31,65.81,72444,67062,-7.43,9.4,62.2,47.0,1
7824,Software Engineer,Transportation,USA,2026,25.20,27.61,11.85,93935,90591,-3.56,9.2,33.8,66.1,2
7825,Marketing Specialist,Finance,USA,2023,64.08,58.53,35.99,118790,130156,9.57,-7.4,24.3,41.1,5
7826,Mechanical Engineer,Finance,Singapore,2021,58.21,57.27,1.92,78766,74317,-5.65,2.0,10.8,4.6,3
7827,Accountant,Finance,Canada,2025,76.45,84.09,93.97,43774,40235,-8.09,6.4,12.4,46.6,1
7828,Accountant,Technology,UK,2021,55.24,45.60,36.51,40820,38978,-4.51,-17.1,40.4,57.6,3
7829,Data Analyst,Energy,Australia,2023,40.92,38.19,38.96,82928,94018,13.37,-1.4,22.6,85.7,1
7830,Teacher,Technology,Australia,2023,33.19,36.16,88.38,136494,114062,-16.43,1.8,64.5,18.4,3
7831,Data Analyst,Education,Canada,2020,55.34,60.02,79.56,81991,74385,-9.28,6.3,71.9,48.7,2
7832,Customer Support Rep,Manufacturing,Singapore,2023,60.65,69.06,77.23,94223,87141,-7.52,-15.3,41.6,15.2,3
7833,Software Engineer,Healthcare,Brazil,2022,45.20,48.67,97.12,84685,78681,-7.09,25.9,56.4,84.6,5
7834,Data Analyst,Education,Singapore,2025,65.74,64.53,77.24,142043,141230,-0.57,-13.2,99.6,35.4,3
7835,Financial Analyst,Finance,Japan,2025,53.38,56.73,15.41,126794,126919,0.10,-21.4,67.9,41.1,5
7836,Data Analyst,Education,Japan,2024,22.76,23.18,34.68,82096,75688,-7.80,3.4,81.1,2.0,2
7837,Marketing Specialist,Technology,Australia,2021,51.95,56.17,19.12,45751,42089,-8.01,15.9,40.2,64.9,3
7838,Marketing Specialist,Healthcare,UK,2020,42.04,38.19,5.71,124062,121632,-1.96,7.6,15.7,11.9,5
7839,Data Analyst,Finance,Canada,2021,29.00,26.67,7.35,84584,91840,8.58,23.7,84.4,30.2,5
7840,Marketing Specialist,Retail,Brazil,2020,19.51,18.42,77.87,59009,55223,-6.42,0.5,98.8,96.7,3
7841,Data Analyst,Retail,USA,2026,46.06,40.81,76.66,100072,106039,5.96,9.1,38.7,91.4,1
7842,Customer Support Rep,Education,Singapore,2024,87.90,89.56,68.46,79324,84385,6.38,25.2,39.1,32.3,5
7843,Customer Support Rep,Finance,Canada,2026,70.62,83.51,20.15,77104,75040,-2.68,7.2,99.5,67.8,2
7844,Teacher,Education,UK,2020,73.76,83.73,77.71,33948,29506,-13.08,0.9,88.4,68.0,1
7845,Accountant,Technology,India,2023,17.50,16.51,6.93,118800,101395,-14.65,0.5,56.6,4.2,3
7846,Software Engineer,Healthcare,USA,2024,18.01,15.67,93.06,75253,75951,0.93,31.7,69.3,27.9,5
7847,HR Manager,Retail,Singapore,2024,18.45,15.36,19.34,87940,84612,-3.78,-10.1,12.6,62.8,5
7848,Financial Analyst,Transportation,Singapore,2022,71.47,58.54,21.80,68132,75060,10.17,3.4,83.5,87.5,5
7849,HR Manager,Finance,Brazil,2021,12.74,13.52,56.66,95426,109243,14.48,5.2,97.1,82.9,4
7850,Accountant,Finance,Germany,2025,70.93,70.47,69.06,79868,86189,7.91,2.2,91.5,68.2,4
7851,Truck Driver,Education,India,2023,83.65,78.98,43.38,128522,122409,-4.76,4.0,41.8,39.8,3
7852,HR Manager,Finance,Australia,2021,20.82,19.53,93.44,133024,156579,17.71,0.4,23.7,75.3,2
7853,Data Analyst,Technology,India,2020,33.30,36.27,64.40,57932,59435,2.59,17.0,80.6,9.4,2
7854,Software Engineer,Education,UK,2021,43.07,39.49,86.09,143941,144843,0.63,3.8,19.3,85.8,1
7855,Mechanical Engineer,Transportation,Brazil,2026,18.72,16.43,25.16,117340,126064,7.43,-11.1,61.5,40.2,2
7856,Customer Support Rep,Retail,UK,2024,62.76,53.18,87.62,54849,55131,0.51,15.4,65.3,25.7,3
7857,Software Engineer,Healthcare,UK,2025,15.56,15.51,26.74,80777,67261,-16.73,0.6,36.3,97.3,3
7858,Teacher,Healthcare,Singapore,2023,51.12,57.91,4.57,30231,34159,12.99,5.8,65.0,61.9,1
7859,Customer Support Rep,Healthcare,USA,2021,34.76,41.41,52.97,42312,39255,-7.22,3.6,47.6,71.2,3
7860,Customer Support Rep,Retail,UK,2021,47.65,44.08,51.43,89818,103047,14.73,-23.7,14.3,47.4,5
7861,Teacher,Energy,USA,2026,79.44,87.84,28.76,111326,99787,-10.36,-0.7,79.6,21.0,4
7862,Truck Driver,Transportation,USA,2022,85.10,81.03,75.68,61152,54076,-11.57,11.2,12.0,81.5,2
7863,Marketing Specialist,Manufacturing,Brazil,2023,69.93,80.58,3.63,121311,115246,-5.00,13.9,52.3,40.8,4
7864,Teacher,Energy,Canada,2020,40.81,46.47,41.79,66284,68826,3.84,-3.1,17.6,6.1,5
7865,Truck Driver,Energy,UK,2020,72.71,78.36,19.91,144862,154535,6.68,15.3,77.9,41.2,1
7866,Truck Driver,Education,UK,2026,56.89,65.32,2.54,126291,105750,-16.26,-18.7,39.3,60.7,3
7867,Software Engineer,Technology,Germany,2026,47.30,40.88,56.57,85789,87826,2.37,19.8,48.7,52.9,2
7868,Software Engineer,Education,India,2020,34.34,40.32,31.19,34482,38119,10.55,21.5,91.9,11.8,5
7869,Truck Driver,Healthcare,Canada,2026,61.59,52.98,45.57,125924,128480,2.03,7.2,59.3,63.4,4
7870,Accountant,Education,Canada,2021,48.61,49.80,88.52,55113,66423,20.52,-6.4,78.9,76.2,4
7871,Mechanical Engineer,Retail,India,2023,18.21,16.18,91.15,72902,83641,14.73,12.4,68.2,37.8,5
7872,Marketing Specialist,Manufacturing,UK,2023,40.13,45.55,66.28,32812,30665,-6.54,-4.1,42.9,57.7,4
7873,Customer Support Rep,Education,UK,2021,50.66,57.24,47.38,90261,74255,-17.73,-1.8,75.2,23.0,5
7874,Data Analyst,Healthcare,Brazil,2024,48.26,48.84,10.23,32156,33807,5.13,-1.5,44.6,80.5,2
7875,Teacher,Manufacturing,UK,2026,45.13,36.70,84.61,142352,165401,16.19,15.5,66.8,56.8,4
7876,Financial Analyst,Transportation,Brazil,2020,30.45,32.51,72.85,99092,84048,-15.18,4.9,59.0,12.8,4
7877,Software Engineer,Retail,UK,2025,5.09,5.66,67.63,107884,105897,-1.84,11.6,46.0,41.4,2
7878,Mechanical Engineer,Energy,Germany,2020,42.57,42.79,77.80,56124,57363,2.21,-23.4,25.2,70.2,5
7879,Marketing Specialist,Education,Germany,2020,13.94,14.42,20.21,31016,28869,-6.92,-13.0,83.6,40.8,1
7880,Teacher,Healthcare,India,2025,74.08,84.23,19.27,48686,45256,-7.05,-7.9,62.5,12.4,2
7881,Mechanical Engineer,Manufacturing,Canada,2025,47.24,48.77,66.09,96011,100504,4.68,15.8,93.2,70.1,4
7882,Software Engineer,Education,USA,2026,30.53,26.98,1.05,40848,38553,-5.62,-1.2,76.8,38.6,4
7883,Software Engineer,Energy,Japan,2022,22.72,18.65,53.87,103549,103632,0.08,15.6,10.7,6.5,1
7884,Financial Analyst,Retail,Canada,2025,28.97,24.79,77.06,42943,44947,4.67,-4.5,31.6,96.9,5
7885,Marketing Specialist,Transportation,Germany,2026,70.42,77.31,34.31,36814,32628,-11.37,-10.1,21.5,12.1,3
7886,Truck Driver,Transportation,Brazil,2023,71.77,64.09,67.80,95796,96163,0.38,5.5,23.6,61.0,4
7887,Accountant,Finance,Germany,2024,55.72,63.79,64.10,46886,50442,7.58,-8.3,92.1,89.2,1
7888,Mechanical Engineer,Education,India,2024,35.14,39.79,51.13,85721,97231,13.43,-6.2,64.0,37.5,3
7889,Financial Analyst,Retail,Australia,2022,63.40,60.34,58.44,77086,85360,10.73,10.4,52.2,32.6,2
7890,Accountant,Education,Australia,2022,33.55,34.87,46.77,30089,28517,-5.22,9.0,70.7,34.4,1
7891,Customer Support Rep,Manufacturing,USA,2025,65.46,74.76,15.43,123316,130588,5.90,-1.0,16.1,32.7,3
7892,Marketing Specialist,Finance,Australia,2022,54.35,57.80,69.88,72103,66349,-7.98,23.5,60.9,54.7,1
7893,Marketing Specialist,Transportation,Germany,2025,21.77,24.79,86.71,54447,48926,-10.14,-19.1,59.4,2.2,3
7894,Data Analyst,Finance,USA,2024,53.12,60.81,14.22,137595,139533,1.41,16.7,34.7,20.8,4
7895,Truck Driver,Retail,Australia,2020,59.24,59.41,65.19,126196,126179,-0.01,14.0,13.5,5.2,2
7896,Teacher,Manufacturing,Singapore,2026,28.79,30.11,33.52,49937,39344,-21.21,4.9,80.4,65.4,3
7897,Marketing Specialist,Technology,Australia,2025,14.80,15.06,33.65,145814,157261,7.85,4.6,12.7,10.3,1
7898,HR Manager,Finance,Japan,2021,37.04,42.77,54.46,128897,121190,-5.98,1.7,32.1,64.5,4
7899,Accountant,Healthcare,Germany,2022,71.00,69.72,19.36,106513,109829,3.11,-8.4,19.2,81.1,2
7900,Teacher,Energy,Brazil,2026,66.36,67.46,3.82,63622,64089,0.73,-6.3,19.2,87.0,4
7901,Software Engineer,Manufacturing,UK,2021,59.51,51.33,69.49,113580,101209,-10.89,1.8,21.9,74.0,5
7902,Data Analyst,Healthcare,Brazil,2020,15.41,16.05,86.59,101172,101718,0.54,6.8,38.3,85.3,4
7903,Data Analyst,Manufacturing,Australia,2026,21.76,25.87,47.77,144390,131278,-9.08,14.0,67.6,66.9,3
7904,Truck Driver,Education,UK,2026,73.18,82.91,14.90,36056,37364,3.63,4.1,41.8,45.3,1
7905,Data Analyst,Healthcare,Japan,2025,57.01,66.55,97.14,129174,108928,-15.67,5.2,63.9,19.7,3
7906,Marketing Specialist,Transportation,Germany,2026,13.90,16.23,48.48,90989,82140,-9.72,26.9,50.0,91.5,4
7907,Customer Support Rep,Finance,India,2022,82.16,72.71,29.18,109275,125576,14.92,9.0,75.5,70.9,5
7908,Customer Support Rep,Manufacturing,India,2020,86.62,95.85,24.28,134740,143478,6.48,2.4,84.2,7.4,5
7909,Financial Analyst,Transportation,UK,2021,63.99,63.99,97.71,85010,83525,-1.75,1.3,48.7,59.2,1
7910,Teacher,Education,Canada,2025,20.65,20.77,48.35,130400,124286,-4.69,-13.4,45.0,63.2,1
7911,Software Engineer,Manufacturing,Brazil,2020,58.53,62.65,46.50,106540,97425,-8.55,0.7,38.8,44.4,5
7912,Software Engineer,Manufacturing,Singapore,2022,30.75,33.67,93.63,76675,87303,13.86,-6.6,26.1,59.4,5
7913,Mechanical Engineer,Finance,USA,2020,66.95,76.54,70.64,39812,40814,2.52,4.2,27.4,45.4,2
7914,Data Analyst,Healthcare,Canada,2020,23.39,20.64,32.35,52742,52341,-0.76,5.9,66.1,94.2,3
7915,Software Engineer,Finance,Japan,2020,66.69,69.36,27.09,59748,57518,-3.73,-2.0,61.0,29.7,2
7916,Financial Analyst,Retail,Singapore,2020,55.52,53.68,21.91,93712,99962,6.67,5.3,19.3,73.2,4
7917,Financial Analyst,Energy,Brazil,2023,31.07,29.49,34.85,72963,70355,-3.57,4.5,86.2,88.2,2
7918,Accountant,Finance,Canada,2024,12.77,14.18,7.23,126938,107299,-15.47,14.0,65.3,50.7,5
7919,Marketing Specialist,Energy,USA,2021,54.50,53.97,77.29,35432,38076,7.46,-14.6,62.9,17.0,2
7920,Software Engineer,Retail,Germany,2025,5.22,4.22,41.30,69646,58556,-15.92,26.4,45.5,84.3,3
7921,Truck Driver,Retail,Germany,2025,68.51,72.51,38.18,123221,119415,-3.09,-6.0,14.3,11.5,2
7922,HR Manager,Retail,UK,2020,15.71,15.34,69.73,67524,72059,6.72,-3.8,10.7,31.2,1
7923,Teacher,Education,India,2026,53.49,61.43,75.41,83954,86518,3.05,22.8,83.2,77.2,1
7924,Software Engineer,Retail,Singapore,2020,68.31,57.52,34.07,53085,60822,14.57,16.6,28.3,42.2,1
7925,Software Engineer,Retail,India,2021,42.15,44.83,10.26,140529,124446,-11.44,-6.5,50.1,69.5,1
7926,Customer Support Rep,Education,Australia,2022,36.17,32.63,96.16,135221,140028,3.55,-9.0,28.3,55.0,4
7927,Marketing Specialist,Retail,UK,2020,35.60,33.64,63.51,60221,64573,7.23,3.4,78.0,38.3,4
7928,Accountant,Healthcare,Germany,2024,26.12,27.78,80.77,133292,142868,7.18,32.5,74.8,17.6,3
7929,Teacher,Energy,UK,2025,69.65,57.78,60.30,100763,102583,1.81,-8.1,94.6,6.6,1
7930,Truck Driver,Transportation,India,2025,65.52,61.03,66.94,144349,148429,2.83,14.8,78.2,86.5,5
7931,Marketing Specialist,Energy,Brazil,2026,66.24,61.65,81.26,67622,64967,-3.93,10.9,61.5,69.3,4
7932,Truck Driver,Transportation,Japan,2025,54.81,61.01,92.54,52350,52854,0.96,1.5,64.2,34.1,4
7933,Mechanical Engineer,Finance,Germany,2024,64.98,73.46,33.20,111873,96486,-13.75,17.4,97.2,34.6,4
7934,Truck Driver,Finance,UK,2026,68.42,65.14,1.18,40997,43749,6.71,-0.8,49.8,58.9,2
7935,Marketing Specialist,Finance,Brazil,2024,76.07,65.33,86.18,75508,84217,11.53,-9.9,90.9,34.9,2
7936,Marketing Specialist,Energy,UK,2020,63.30,51.13,62.31,105667,113068,7.00,5.9,94.5,34.2,3
7937,Financial Analyst,Energy,Germany,2020,41.95,46.85,84.39,80156,88666,10.62,0.0,43.9,40.5,3
7938,Mechanical Engineer,Finance,Canada,2022,19.49,19.82,32.64,100873,117150,16.14,1.6,35.0,17.2,3
7939,Financial Analyst,Transportation,Brazil,2026,59.21,56.46,56.36,142928,125736,-12.03,4.5,48.4,47.9,1
7940,Truck Driver,Manufacturing,Canada,2020,78.62,69.03,34.69,36003,39751,10.41,13.6,51.2,53.8,5
7941,Financial Analyst,Technology,Japan,2024,62.49,56.70,60.70,145670,136860,-6.05,7.3,36.1,51.9,4
7942,HR Manager,Technology,Germany,2025,15.09,16.15,65.42,135159,161595,19.56,5.0,26.4,0.3,1
7943,Mechanical Engineer,Energy,Australia,2024,22.06,18.20,42.77,86196,78109,-9.38,8.8,29.3,79.8,3
7944,Marketing Specialist,Manufacturing,India,2026,50.36,40.88,84.84,105577,99373,-5.88,-2.4,59.8,56.1,5
7945,Mechanical Engineer,Manufacturing,Singapore,2025,66.36,62.61,54.93,99905,92283,-7.63,6.1,47.0,33.9,2
7946,Software Engineer,Education,Canada,2026,69.49,68.54,43.52,88043,89747,1.94,12.3,45.0,91.3,3
7947,Marketing Specialist,Manufacturing,Germany,2024,75.09,68.01,39.34,145975,112065,-23.23,19.0,27.6,38.4,2
7948,Truck Driver,Finance,Australia,2022,69.19,56.42,8.33,30645,28779,-6.09,-0.4,86.6,18.5,1
7949,Teacher,Manufacturing,Brazil,2022,56.28,47.69,59.36,82274,91097,10.72,2.3,25.1,59.5,4
7950,Truck Driver,Technology,UK,2020,82.53,89.59,98.33,30253,31058,2.66,14.0,10.2,46.6,4
7951,Data Analyst,Education,Germany,2023,53.72,46.90,67.85,46760,48178,3.03,18.4,13.1,9.1,5
7952,HR Manager,Healthcare,USA,2025,70.47,57.31,29.85,98029,91525,-6.64,-1.9,79.8,29.1,3
7953,Mechanical Engineer,Education,Australia,2026,12.70,13.82,95.44,129832,101225,-22.03,19.2,93.3,76.6,2
7954,Mechanical Engineer,Retail,Canada,2026,49.95,57.53,60.17,146821,149149,1.59,16.3,93.1,34.2,1
7955,Truck Driver,Transportation,Japan,2023,74.06,64.33,89.54,59766,54599,-8.65,9.5,79.4,49.2,5
7956,Financial Analyst,Healthcare,UK,2026,73.68,80.01,76.83,44458,46565,4.74,1.5,22.8,30.9,1
7957,Software Engineer,Technology,Japan,2026,65.01,73.85,5.42,83772,86220,2.92,-2.9,19.5,44.9,2
7958,Software Engineer,Retail,USA,2026,35.55,40.67,95.74,91468,107705,17.75,5.8,27.3,94.1,5
7959,HR Manager,Energy,India,2020,10.08,8.07,62.57,70978,61344,-13.57,0.0,46.7,82.8,2
7960,HR Manager,Transportation,India,2025,58.95,49.39,5.67,90743,98707,8.78,17.3,87.8,13.3,4
7961,Mechanical Engineer,Energy,Brazil,2025,52.40,57.98,93.78,42106,39154,-7.01,-7.6,58.7,40.9,1
7962,HR Manager,Finance,USA,2025,70.28,82.94,7.01,113962,91929,-19.33,-6.8,62.8,39.4,3
7963,Financial Analyst,Transportation,Singapore,2023,26.43,27.79,72.84,143439,166892,16.35,-2.2,85.0,83.1,1
7964,Financial Analyst,Transportation,Canada,2022,12.40,11.68,1.34,97090,99508,2.49,7.9,83.0,35.2,2
7965,Teacher,Healthcare,Canada,2022,13.24,11.51,67.07,46061,44498,-3.39,-3.7,18.5,33.0,4
7966,Software Engineer,Retail,Brazil,2023,67.88,54.84,83.05,149235,159065,6.59,4.1,33.5,98.2,4
7967,Data Analyst,Finance,USA,2020,60.31,69.59,13.04,134407,152811,13.69,-4.5,11.1,95.1,5
7968,Truck Driver,Energy,USA,2021,61.78,58.28,56.12,115894,104972,-9.42,-5.2,52.1,67.0,2
7969,Accountant,Education,Japan,2026,59.45,55.26,32.25,88453,106877,20.83,10.8,65.6,37.3,1
7970,HR Manager,Retail,Germany,2026,30.78,28.42,64.54,81978,98746,20.45,-0.5,93.6,12.6,1
7971,Truck Driver,Manufacturing,UK,2022,56.33,57.21,84.15,149246,162888,9.14,18.6,92.8,83.7,4
7972,Teacher,Energy,Canada,2024,70.55,56.52,51.44,123927,130943,5.66,-2.2,10.8,57.5,1
7973,Customer Support Rep,Technology,Canada,2026,84.59,82.27,73.95,93648,95970,2.48,26.9,52.8,84.2,2
7974,Financial Analyst,Finance,Japan,2023,16.49,17.05,11.48,97537,110513,13.30,1.6,43.3,52.0,5
7975,Marketing Specialist,Healthcare,Canada,2023,18.03,16.03,68.64,129431,142611,10.18,9.4,64.5,81.0,5
7976,Accountant,Retail,Japan,2020,78.80,65.65,47.96,52787,52582,-0.39,-27.7,66.0,43.9,3
7977,Financial Analyst,Finance,India,2025,32.73,26.75,3.48,51001,39891,-21.78,-8.5,27.2,82.2,2
7978,Software Engineer,Finance,Brazil,2023,47.84,44.84,79.70,148710,138283,-7.01,-8.0,99.4,13.8,3
7979,Customer Support Rep,Healthcare,Germany,2020,30.40,30.66,46.84,39395,36859,-6.44,-11.7,84.0,70.8,3
7980,Mechanical Engineer,Transportation,Australia,2020,74.02,69.06,30.94,85582,93254,8.96,4.0,10.4,62.8,5
7981,Data Analyst,Healthcare,Japan,2022,61.55,51.89,91.73,128223,130159,1.51,3.9,82.4,11.1,5
7982,Data Analyst,Energy,USA,2020,58.14,59.12,81.60,104120,119811,15.07,-11.1,67.3,76.6,2
7983,HR Manager,Manufacturing,Japan,2022,68.15,72.60,98.96,123426,120158,-2.65,11.0,38.5,36.2,2
7984,Accountant,Education,Singapore,2026,40.78,48.31,7.35,89813,93327,3.91,0.7,12.8,45.5,4
7985,HR Manager,Technology,Australia,2021,37.63,31.49,37.67,127084,125474,-1.27,2.4,79.7,35.8,4
7986,Accountant,Education,India,2025,43.62,38.16,71.55,51545,52235,1.34,16.8,59.3,93.4,2
7987,Customer Support Rep,Finance,India,2026,79.11,86.80,85.80,41018,37275,-9.13,12.7,35.3,1.5,3
7988,HR Manager,Finance,India,2020,72.56,79.50,13.93,69351,62178,-10.34,-29.1,63.6,47.2,5
7989,Software Engineer,Healthcare,USA,2023,45.41,52.38,39.81,135205,129906,-3.92,2.1,31.6,20.7,1
7990,Truck Driver,Finance,Germany,2025,93.96,89.49,65.15,113526,96661,-14.86,2.1,49.4,47.4,4
7991,Marketing Specialist,Manufacturing,USA,2026,76.78,78.89,96.99,99206,95885,-3.35,-5.3,81.3,42.2,1
7992,Mechanical Engineer,Healthcare,UK,2020,16.98,14.24,23.71,97773,99044,1.30,17.7,77.2,64.6,3
7993,HR Manager,Healthcare,Singapore,2026,46.69,41.36,88.32,63086,57729,-8.49,-3.7,18.6,49.9,4
7994,Customer Support Rep,Education,Germany,2024,47.93,48.35,45.31,92375,100732,9.05,-0.8,58.1,20.8,3
7995,Accountant,Education,Singapore,2020,73.13,61.70,73.34,111414,123957,11.26,-3.6,34.9,52.6,1
7996,Teacher,Finance,Australia,2025,78.06,81.52,29.63,85005,79957,-5.94,24.1,92.0,86.8,5
7997,Marketing Specialist,Retail,Canada,2025,20.28,22.59,94.24,68029,57490,-15.49,-10.0,34.0,16.4,2
7998,Teacher,Finance,Brazil,2022,45.62,49.69,55.08,34254,27318,-20.25,-4.0,30.7,30.2,3
7999,Mechanical Engineer,Manufacturing,Japan,2026,55.11,61.07,33.22,70761,61849,-12.59,3.1,93.5,70.6,3
8000,Financial Analyst,Healthcare,Singapore,2024,40.35,34.25,84.88,88046,94862,7.74,-9.4,53.9,29.5,2
8001,Marketing Specialist,Education,USA,2024,24.08,22.17,74.23,52045,44219,-15.04,23.5,78.7,20.2,1
8002,HR Manager,Retail,USA,2021,28.91,27.73,16.66,85343,86599,1.47,4.8,63.5,7.0,2
8003,Accountant,Manufacturing,Australia,2024,42.20,48.58,86.68,145417,134822,-7.29,9.0,25.0,96.3,3
8004,Marketing Specialist,Manufacturing,Australia,2024,76.07,65.63,24.70,137054,155878,13.73,2.0,45.6,73.6,1
8005,Customer Support Rep,Education,UK,2024,52.78,61.20,32.56,92774,112894,21.69,8.2,37.6,64.3,5
8006,Software Engineer,Education,USA,2026,9.87,11.43,14.42,130835,116998,-10.58,17.9,39.5,96.6,4
8007,Mechanical Engineer,Technology,Japan,2025,23.65,25.76,18.37,138648,140884,1.61,5.9,89.1,55.0,5
8008,Data Analyst,Energy,Germany,2022,10.66,9.47,20.18,56477,62702,11.02,4.3,12.1,23.9,3
8009,HR Manager,Healthcare,Australia,2021,51.78,59.34,29.75,75903,64882,-14.52,-3.9,72.9,65.6,3
8010,Truck Driver,Energy,Japan,2023,84.03,98.06,90.05,94819,89557,-5.55,-1.3,63.1,91.8,3
8011,HR Manager,Retail,Singapore,2022,47.13,55.34,26.23,40362,41601,3.07,7.4,50.3,10.2,5
8012,Customer Support Rep,Technology,Canada,2023,27.96,23.07,43.91,58178,52821,-9.21,-25.5,51.2,62.0,3
8013,Software Engineer,Technology,Singapore,2020,47.56,45.58,33.70,74208,72684,-2.05,0.1,28.0,29.1,4
8014,Marketing Specialist,Healthcare,Singapore,2022,60.01,71.73,92.36,128595,126170,-1.89,21.4,64.1,30.6,5
8015,Teacher,Healthcare,Japan,2022,10.23,9.63,40.48,117971,122411,3.76,3.8,81.9,3.1,3
8016,Customer Support Rep,Energy,Japan,2024,66.67,63.09,3.40,93780,79510,-15.22,10.2,94.6,61.1,2
8017,Financial Analyst,Education,Canada,2025,22.32,24.29,49.91,86788,85250,-1.77,6.6,54.2,78.1,4
8018,Software Engineer,Finance,UK,2020,46.23,37.08,78.75,143361,153289,6.93,8.8,42.5,35.1,1
8019,HR Manager,Technology,Japan,2021,32.46,35.51,94.21,136248,141278,3.69,-5.2,99.6,29.5,3
8020,HR Manager,Education,Germany,2024,54.43,63.29,89.95,68577,70358,2.60,-2.2,95.2,50.8,4
8021,Software Engineer,Finance,Singapore,2020,32.04,36.70,42.46,111711,94320,-15.57,-9.1,26.9,8.9,5
8022,Marketing Specialist,Manufacturing,UK,2026,71.96,62.79,6.22,99877,122107,22.26,20.1,52.1,14.2,3
8023,Truck Driver,Technology,Japan,2024,26.46,21.66,94.31,93823,79522,-15.24,-12.1,68.7,37.7,2
8024,Teacher,Healthcare,Australia,2025,65.75,59.44,36.73,142200,153966,8.27,-7.3,42.8,47.1,1
8025,Truck Driver,Retail,Germany,2020,28.16,24.41,10.19,131366,132649,0.98,-2.9,55.4,65.1,4
